category,dataset,distilgpt2_correct,failed_models,gpt2_correct,gpt2_margin,pair_id,sentence_bad,sentence_good,subtype,template_type,tiny_correct,tiny_margin
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.026603153773717025,relative_clause-0149,The dancer who the coaches support read.,The dancer who the coaches support reads.,object_relative_clause_plural_embedded_who,relative_clause,True,0.006326947893414925
all_models_succeed,benchmark,True,,True,0.039896283830914925,relative_clause-0152,The pilot that the farmer sees run.,The pilot that the farmer sees runs.,object_relative_clause_that,relative_clause,True,0.004540579659598976
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.0450379507882257,relative_clause-0155,The guard who the farmer remembers listen.,The guard who the farmer remembers listens.,object_relative_clause_who,relative_clause,False,-0.005296979631696175
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.4587688446044922,relative_clause-0158,The students that the librarian observes studies.,The students that the librarian observes study.,plural_object_relative_clause_that,relative_clause,False,-0.0004520416259765625
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_gpt2",False,-0.06427546909877258,relative_clause-0161,The dog that the artists trust read.,The dog that the artists trust reads.,object_relative_clause_plural_embedded_that,relative_clause,True,0.006345476422991325
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.21211351667131773,relative_clause-0164,The chef who the clerks remember write.,The chef who the clerks remember writes.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.002153669084822951
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.23773765563964844,relative_clause-0167,The judge that the librarian remembers work.,The judge that the librarian remembers works.,object_relative_clause_that,relative_clause,False,-0.0043888092041015625
mixed_disagreement,benchmark,True,"hf_gpt2,hf_tiny_gpt2",False,-0.5246898106166284,relative_clause-0170,The pilot who the neighbor helps notice.,The pilot who the neighbor helps notices.,object_relative_clause_who,relative_clause,False,-5.667550223087403e-05
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.4099627903529566,relative_clause-0173,The scientists that the neighbor follows dances.,The scientists that the neighbor follows dance.,plural_object_relative_clause_that,relative_clause,False,-0.005878993443081626
only_one_stronger_model_fails,benchmark,True,hf_gpt2,False,-0.13019561767578125,relative_clause-0176,The chef that the farmers see run.,The chef that the farmers see runs.,object_relative_clause_plural_embedded_that,relative_clause,True,0.004541669573102425
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_gpt2",False,-0.20573861258370485,relative_clause-0179,The manager who the farmers teach close.,The manager who the farmers teach closes.,object_relative_clause_plural_embedded_who,relative_clause,True,0.00029754638671875
mixed_disagreement,benchmark,True,"hf_gpt2,hf_tiny_gpt2",False,-0.07320295061383941,relative_clause-0182,The guard that the clerk teaches study.,The guard that the clerk teaches studies.,object_relative_clause_that,relative_clause,False,-0.00021253313337155078
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.5832383292061945,relative_clause-0185,The actor who the girl trusts write.,The actor who the girl trusts writes.,object_relative_clause_who,relative_clause,False,-0.002149309430802049
all_models_succeed,benchmark,True,,True,0.2701999119349887,relative_clause-0188,The chefs that the clerk supports laughs.,The chefs that the clerk supports laugh.,plural_object_relative_clause_that,relative_clause,True,0.00428009033203125
all_models_succeed,benchmark,True,,True,0.2400757925850998,relative_clause-0191,The writer that the editors know return.,The writer that the editors know returns.,object_relative_clause_plural_embedded_that,relative_clause,True,0.0036708286830346992
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.00833293369838195,relative_clause-0194,The judge who the girls know move.,The judge who the girls know moves.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.004224504743303825
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.1736940656389514,relative_clause-0197,The student that the clerk guides notice.,The student that the clerk guides notices.,object_relative_clause_that,relative_clause,False,-5.667550223087403e-05
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_gpt2",False,-0.1410184587751111,relative_clause-0200,The driver who the girl questions read.,The driver who the girl questions reads.,object_relative_clause_who,relative_clause,True,0.006354195731026024
all_models_succeed,benchmark,True,,True,0.19808850969587066,relative_clause-0203,The writers that the visitor knows moves.,The writers that the visitor knows move.,plural_object_relative_clause_that,relative_clause,True,0.004316057477678825
all_models_succeed,benchmark,True,,True,0.11364528111049133,relative_clause-0206,The bird that the editors support answer.,The bird that the editors support answers.,object_relative_clause_plural_embedded_that,relative_clause,True,0.00334930419921875
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_gpt2",False,-0.5912818908691406,relative_clause-0209,The driver who the artists see close.,The driver who the artists see closes.,object_relative_clause_plural_embedded_who,relative_clause,True,0.0003040858677465508
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.7140192304338724,relative_clause-0212,The boy that the artist trusts speak.,The boy that the artist trusts speaks.,object_relative_clause_that,relative_clause,False,-0.0008544921875
all_models_succeed,benchmark,True,,True,0.5146876743861615,relative_clause-0215,The driver who the editor follows return.,The driver who the editor follows returns.,object_relative_clause_who,relative_clause,True,0.003656659807477425
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.5173655918666302,relative_clause-0218,The dancers that the broker teaches reads.,The dancers that the broker teaches read.,plural_object_relative_clause_that,relative_clause,False,-0.006342206682477425
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.15459115164620485,relative_clause-0221,The chef that the girls know study.,The chef that the girls know studies.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0002190726143975752
all_models_fail,benchmark,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.32371684483119445,relative_clause-0224,The musician who the brokers help study.,The musician who the brokers help studies.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.0002179827008923496
all_models_fail,benchmark,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.7015495300292969,relative_clause-0227,The author that the librarian helps move.,The author that the librarian helps moves.,object_relative_clause_that,relative_clause,False,-0.0021066665649414062
all_models_fail,benchmark,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.3385402134486606,relative_clause-0230,The nurse who the clerk helps travel.,The nurse who the clerk helps travels.,object_relative_clause_who,relative_clause,False,-0.0013384137834826504
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.5857271466936371,relative_clause-0233,The chefs that the lawyer knows sleeps.,The chefs that the lawyer knows sleep.,plural_object_relative_clause_that,relative_clause,False,-0.0009122576032360996
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.2873567853655139,relative_clause-0236,The musician that the girls teach return.,The musician that the girls teach returns.,object_relative_clause_plural_embedded_that,relative_clause,True,0.003689357212612876
all_models_succeed,benchmark,True,,True,0.3163201468331458,relative_clause-0239,The boy who the mechanics remember return.,The boy who the mechanics remember returns.,object_relative_clause_plural_embedded_who,relative_clause,True,0.0036839076450903008
all_models_succeed,benchmark,True,,True,0.8736146291096993,simple_agreement-0003,The musician travel.,The musician travels.,simple_singular,simple_agreement,True,0.0024134318033848245
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.4394499460856132,simple_agreement-0006,The writers runs.,The writers run.,simple_plural,simple_agreement,False,-0.0107129414876308
all_models_succeed,benchmark,True,,True,1.445760726928711,simple_agreement-0009,The writer answer.,The writer answers.,simple_singular,simple_agreement,True,0.030913035074870976
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.2292976379394531,simple_agreement-0012,The musicians answers.,The musicians answer.,simple_plural,simple_agreement,False,-0.014019012451171875
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.1537768046061192,simple_agreement-0015,The teacher study.,The teacher studies.,simple_singular,simple_agreement,False,-0.000957489013671875
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.7915096282958993,simple_agreement-0018,The boys dances.,The boys dance.,simple_plural,simple_agreement,False,-0.002048492431640625
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.5265979766845703,simple_agreement-0021,The driver close.,The driver closes.,simple_singular,simple_agreement,False,-0.0078035990397129495
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.6389853159586583,simple_agreement-0024,The teachers reads.,The teachers read.,simple_plural,simple_agreement,False,-0.01171875
all_models_succeed,benchmark,True,,True,2.0673173268636065,simple_agreement-0027,The writer write.,The writer writes.,simple_singular,simple_agreement,True,0.0537109375
all_models_succeed,benchmark,True,,True,1.6000169118245449,simple_agreement-0030,The judges moves.,The judges move.,simple_plural,simple_agreement,True,0.0015716552734375
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.9379170735677071,simple_agreement-0033,The musician answer.,The musician answers.,simple_singular,simple_agreement,True,0.0143890380859375
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.7824687957763663,simple_agreement-0036,The boys runs.,The boys run.,simple_plural,simple_agreement,False,-0.011157989501953125
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.6713237762451172,simple_agreement-0039,The student answer.,The student answers.,simple_singular,simple_agreement,True,0.014156341552734375
all_models_succeed,benchmark,True,,True,1.4017810821533203,simple_agreement-0042,The actors sleeps.,The actors sleep.,simple_plural,simple_agreement,True,0.002857208251953125
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.8369827270507812,simple_agreement-0045,The chef close.,The chef closes.,simple_singular,simple_agreement,False,-0.007825215657552675
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,2.4357477823893223,simple_agreement-0048,The authors runs.,The authors run.,simple_plural,simple_agreement,False,-0.01114654541015625
all_models_succeed,benchmark,True,,True,0.15698814392089844,simple_agreement-0051,The nurse travel.,The nurse travels.,simple_singular,simple_agreement,True,0.002277374267578125
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.8948911031087228,simple_agreement-0054,The scientists runs.,The scientists run.,simple_plural,simple_agreement,False,-0.008847554524740175
all_models_succeed,benchmark,True,,True,0.28423627217610736,simple_agreement-0057,The guard notice.,The guard notices.,simple_singular,simple_agreement,True,0.00027720133463482455
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.4395058949788408,simple_agreement-0060,The managers returns.,The managers return.,simple_plural,simple_agreement,False,-0.008738199869791075
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_gpt2",False,-0.4132849375406895,simple_agreement-0063,The student notice.,The student notices.,simple_singular,simple_agreement,True,0.0002772013346366009
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.3131364186604815,simple_agreement-0066,The drivers runs.,The drivers run.,simple_plural,simple_agreement,False,-0.0111236572265625
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.829611460367838,simple_agreement-0069,The author speak.,The author speaks.,simple_singular,simple_agreement,False,-0.001491546630859375
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.127332051595051,simple_agreement-0072,The guards notices.,The guards notice.,simple_plural,simple_agreement,False,-0.00028737386067767545
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.4667008717854806,simple_agreement-0075,The writer notice.,The writer notices.,simple_singular,simple_agreement,True,0.0006955464680977741
all_models_succeed,benchmark,True,,True,1.3386122385660801,simple_agreement-0078,The dancers writes.,The dancers write.,simple_plural,simple_agreement,True,0.0047785441080723245
all_models_succeed,benchmark,True,,True,0.6763623555501308,simple_agreement-0081,The actor wait.,The actor waits.,simple_singular,simple_agreement,True,0.011690775553386601
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.3067309061686192,simple_agreement-0084,The dancers works.,The dancers work.,simple_plural,simple_agreement,False,-0.002941131591796875
all_models_succeed,benchmark,True,,True,0.2662493387858067,simple_agreement-0087,The chef run.,The chef runs.,simple_singular,simple_agreement,True,0.010938008626302675
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.9008350372314453,simple_agreement-0090,The drivers travels.,The drivers travel.,simple_plural,simple_agreement,False,-0.0022379557291660745
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.1678078969319658,simple_agreement-0093,The bird speak.,The bird speaks.,simple_singular,simple_agreement,False,-0.00148773193359375
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.4470081329345694,simple_agreement-0096,The judges arrives.,The judges arrive.,simple_plural,simple_agreement,False,-0.001679738362629024
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.8310686747233076,simple_agreement-0099,The robot answer.,The robot answers.,simple_singular,simple_agreement,True,0.01442845662434955
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.4462108612060547,simple_agreement-0102,The pilots dances.,The pilots dance.,simple_plural,simple_agreement,False,-0.0020815531412754495
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_gpt2",False,-0.03866767883300781,simple_agreement-0105,The robot notice.,The robot notices.,simple_singular,simple_agreement,True,0.00028355916341205045
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.7704944610595712,simple_agreement-0108,The birds works.,The birds work.,simple_plural,simple_agreement,False,-0.0027211507161464255
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.8310686747233076,simple_agreement-0111,The robot answer.,The robot answers.,simple_singular,simple_agreement,True,0.01442845662434955
all_models_succeed,benchmark,True,,True,1.216908772786458,simple_agreement-0114,The judges writes.,The judges write.,simple_plural,simple_agreement,True,0.0052884419759120505
mixed_disagreement,benchmark,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.4391810099283866,simple_agreement-0117,The author study.,The author studies.,simple_singular,simple_agreement,False,-0.000965118408203125
all_models_succeed,benchmark,True,,True,1.9008089701334647,simple_agreement-0120,The nurses closes.,The nurses close.,simple_plural,simple_agreement,True,0.0077807108561191995
all_models_succeed,benchmark,True,,True,1.1556485493977853,simple_agreement-0123,The author wait.,The author waits.,simple_singular,simple_agreement,True,0.01169459025065045
all_models_succeed,benchmark,True,,True,1.6000169118245449,simple_agreement-0126,The judges moves.,The judges move.,simple_plural,simple_agreement,True,0.0015716552734375
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,2.095760981241863,simple_agreement-0129,The musician laugh.,The musician laughs.,simple_singular,simple_agreement,False,-0.010776519775390625
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.2000554402669268,simple_agreement-0132,The drivers answers.,The drivers answer.,simple_plural,simple_agreement,False,-0.014034271240234375
all_models_fail,benchmark,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.4306322733561192,simple_agreement-0135,The scientist open.,The scientist opens.,simple_singular,simple_agreement,False,-0.0002263387044258991
all_models_succeed,benchmark,True,,True,1.9932079315185556,simple_agreement-0138,The writers listens.,The writers listen.,simple_plural,simple_agreement,True,0.01009496053059955
all_models_succeed,benchmark,True,,True,1.1367327372233067,simple_agreement-0141,The author dance.,The author dances.,simple_singular,simple_agreement,True,0.0020548502604160745
all_models_succeed,benchmark,True,,True,1.314841588338215,simple_agreement-0144,The pilots opens.,The pilots open.,simple_plural,simple_agreement,True,0.0001691182454415241
only_one_stronger_model_fails,benchmark,False,hf_distilgpt2,True,0.4376023610432931,simple_agreement-0147,The dog travel.,The dog travels.,simple_singular,simple_agreement,True,0.0022265116373691995
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.8844954172770176,simple_agreement-0150,The boys waits.,The boys wait.,simple_plural,simple_agreement,False,-0.011690775553384825
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.304352442423503,simple_agreement-0153,The boy laugh.,The boy laughs.,simple_singular,simple_agreement,False,-0.010143280029296875
all_models_succeed,benchmark,True,,True,1.708220799763998,simple_agreement-0156,The musicians listens.,The musicians listen.,simple_plural,simple_agreement,True,0.009663899739583925
all_models_succeed,benchmark,True,,True,1.850515365600585,simple_agreement-0159,The musician smile.,The musician smiles.,simple_singular,simple_agreement,True,0.0134442647298183
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.318897883097331,simple_agreement-0162,The managers arrives.,The managers arrive.,simple_plural,simple_agreement,False,-0.00167083740234375
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.750722249348958,simple_agreement-0165,The manager laugh.,The manager laughs.,simple_singular,simple_agreement,False,-0.010236104329427675
all_models_succeed,benchmark,True,,True,1.4017810821533203,simple_agreement-0168,The actors sleeps.,The actors sleep.,simple_plural,simple_agreement,True,0.002857208251953125
all_models_succeed,benchmark,True,,True,0.06688690185546875,simple_agreement-0171,The reporter notice.,The reporter notices.,simple_singular,simple_agreement,True,0.00027338663736919955
all_models_succeed,benchmark,True,,True,1.1687475840250654,simple_agreement-0174,The judges laughs.,The judges laugh.,simple_plural,simple_agreement,True,0.0101470947265625
all_models_succeed,benchmark,True,,True,0.12235768636067768,simple_agreement-0177,The boy read.,The boy reads.,simple_singular,simple_agreement,True,0.01149622599283795
all_models_succeed,benchmark,True,,True,1.2835534413655587,simple_agreement-0180,The birds writes.,The birds write.,simple_plural,simple_agreement,True,0.0052693684895839255
all_models_succeed,benchmark,True,,True,0.42520713806152344,simple_agreement-0183,The pilot wait.,The pilot waits.,simple_singular,simple_agreement,True,0.011709849039714726
all_models_succeed,benchmark,True,,True,0.7154006958007812,simple_agreement-0186,The drivers studies.,The drivers study.,simple_plural,simple_agreement,True,0.0009638468424473245
all_models_succeed,benchmark,True,,True,0.5039787292480469,simple_agreement-0189,The actor run.,The actor runs.,simple_singular,simple_agreement,True,0.011166890462238399
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.7915096282958993,simple_agreement-0192,The boys dances.,The boys dance.,simple_plural,simple_agreement,False,-0.002048492431640625
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.07574017842610736,simple_agreement-0195,The boy close.,The boy closes.,simple_singular,simple_agreement,False,-0.0077756245930995505
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.8112742106119795,simple_agreement-0198,The dogs dances.,The dogs dance.,simple_plural,simple_agreement,False,-0.002056121826171875
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.9882246653238926,simple_agreement-0201,The chef listen.,The chef listens.,simple_singular,simple_agreement,False,-0.009869893391927675
all_models_succeed,benchmark,True,,True,1.616902033487956,simple_agreement-0204,The guards laughs.,The guards laugh.,simple_plural,simple_agreement,True,0.011004130045572325
all_models_succeed,benchmark,True,,True,0.2662493387858067,simple_agreement-0207,The chef run.,The chef runs.,simple_singular,simple_agreement,True,0.010938008626302675
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.3998559315999346,simple_agreement-0210,The students writes.,The students write.,simple_plural,simple_agreement,False,-0.002460479736328125
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.7921905517578125,simple_agreement-0213,The scientist move.,The scientist moves.,simple_singular,simple_agreement,False,-0.0021349589029941995
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.467489878336588,simple_agreement-0216,The boys returns.,The boys return.,simple_plural,simple_agreement,False,-0.008658091227214726
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.9107201894124337,simple_agreement-0219,The writer arrive.,The writer arrives.,simple_singular,simple_agreement,False,-0.0021082560221348245
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,1.5349159240722665,simple_agreement-0222,The pilots waits.,The pilots wait.,simple_plural,simple_agreement,False,-0.0117047627766933
all_models_succeed,benchmark,True,,True,0.7103125254313154,simple_agreement-0225,The student smile.,The student smiles.,simple_singular,simple_agreement,True,0.013219197591144649
all_models_succeed,benchmark,True,,True,1.4119625091552734,simple_agreement-0228,The birds closes.,The birds close.,simple_plural,simple_agreement,True,0.0077768961588535745
tiny_fails_stronger_succeed,benchmark,True,hf_tiny_gpt2,True,0.8247979482014971,simple_agreement-0231,The reporter move.,The reporter moves.,simple_singular,simple_agreement,False,-0.0015741984049473245
all_models_succeed,benchmark,True,,True,1.6420141855875645,simple_agreement-0234,The musicians closes.,The musicians close.,simple_plural,simple_agreement,True,0.007778167724609375
all_models_succeed,benchmark,True,,True,0.2762266794840489,simple_agreement-0237,The musician run.,The musician runs.,simple_singular,simple_agreement,True,0.0106519063313808
all_models_succeed,benchmark,True,,True,1.2307764689127598,simple_agreement-0240,The dogs opens.,The dogs open.,simple_plural,simple_agreement,True,0.00016276041666607455
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.3102902003696988,rl_dist_0001,The teacher that the neighbors follow speak.,The teacher that the neighbors follow speaks.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.000858851841519126
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.1134218488420764,rl_dist_0002,The dog that the doctors support move.,The dog that the doctors support moves.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.004215785435269126
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.2539738246372769,rl_dist_0003,The musician that the artists trust study.,The musician that the artists trust studies.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.00021689278738712403
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.03637531825474305,rl_dist_0004,The scientist that the neighbors call speak.,The scientist that the neighbors call speaks.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0008555821010052256
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.0018010820661276128,rl_dist_0005,The teacher that the artists guide write.,The teacher that the artists guide writes.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0020762852260052256
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.13083321707589324,rl_dist_0006,The dancer that the mechanics call listen.,The dancer that the mechanics call listens.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.005303519112723976
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.11399405343192015,rl_dist_0007,The manager that the lawyers help listen.,The manager that the lawyers help listens.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.005301339285713524
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.0673577444893958,rl_dist_0008,The driver that the doctors support study.,The driver that the doctors support studies.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0002190726143975752
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.24583871023995663,rl_dist_0009,The musician that the visitors admire move.,The musician that the visitors admire moves.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.004222324916293374
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.2718836466471357,rl_dist_0010,The manager that the librarians like run.,The manager that the librarians like runs.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.003790961371526791
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.20916530064174044,rl_dist_0011,The bird that the editors remember open.,The bird that the editors remember opens.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0027531215122760244
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.1863495962960382,rl_dist_0012,The manager that the doctors call travel.,The manager that the doctors call travels.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0013318743024548496
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.06614739554269011,rl_dist_0013,The judge that the visitors know open.,The judge that the visitors know opens.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0027531215122778008
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.1266326904296875,rl_dist_0014,The manager that the brokers follow move.,The manager that the brokers follow moves.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.00421142578125
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.15590722220284636,rl_dist_0015,The reporter that the visitors question move.,The reporter that the visitors question moves.,object_relative_clause_plural_embedded_that,relative_clause,False,-0.0042877197265625
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.06833703177315886,rl_dist_0016,The boy that the coaches trust notice.,The boy that the coaches trust notices.,object_relative_clause_plural_embedded_that,relative_clause,False,-5.667550223265039e-05
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.036184038434710075,rl_dist_0017,The nurse who the visitors see notice.,The nurse who the visitors see notices.,object_relative_clause_plural_embedded_who,relative_clause,False,-5.449567522397558e-05
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.05456488473074739,rl_dist_0018,The author who the mechanics call move.,The author who the mechanics call moves.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.00422232491629515
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2871796744210373,rl_dist_0019,The judge who the visitors know listen.,The judge who the visitors know listens.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.00531005859375
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.8260536193847656,rl_dist_0020,The boy who the neighbors call open.,The boy who the neighbors call opens.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.00274658203125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.14207712809244732,rl_dist_0021,The writer who the librarians trust return.,The writer who the librarians trust returns.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.0047785441080723245
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.65575681413923,rl_dist_0022,The boy who the farmers help move.,The boy who the farmers help moves.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.004216875348772575
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.11598859514508852,rl_dist_0023,The driver who the farmers know travel.,The driver who the farmers know travels.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.0013286045619427256
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.0423464093889514,rl_dist_0024,The pilot who the coaches follow move.,The pilot who the coaches follow moves.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.0042266845703125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.22204153878348265,rl_dist_0025,The chef who the coaches follow laugh.,The chef who the coaches follow laughs.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.004277910505022575
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.1406064714704236,rl_dist_0026,The writer who the doctors question move.,The writer who the doctors question moves.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.00431387765067015
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.2279815673828125,rl_dist_0027,The actor who the visitors follow study.,The actor who the visitors follow studies.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.00022016252790102442
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.4236264910016745,rl_dist_0028,The driver who the doctors question open.,The driver who the doctors question opens.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.002765110560824624
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.08004215785435242,rl_dist_0029,The student who the clerks like move.,The student who the clerks like moves.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.005095345633369774
