clause_depth,correct,dependency_distance,dependency_distance_bucket,failure,grammatical,grammatical_score,model_id,model_name,model_provider,near_failure,pair_id,phenomenon,preference_margin,subtype,template_type,ungrammatical,ungrammatical_score
0,True,1,short_1,False,The actors sleep.,-10.816134134928385,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0168,agreement,0.002857208251953125,simple_plural,simple_agreement,The actors sleeps.,-10.818991343180338
0,False,4,medium_2_4,True,The writer near the computers sleeps.,-10.81591796875,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0169,agreement,-0.0008061726888026755,pp_plural_attractor_near,pp_attractor,The writer near the computers sleep.,-10.815111796061197
1,False,5,long_5_plus,True,The pilot who the neighbor helps notices.,-10.806431361607142,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0170,agreement,-5.667550223087403e-05,object_relative_clause_who,relative_clause,The pilot who the neighbor helps notice.,-10.806374686104911
0,True,1,short_1,False,The reporter notices.,-10.825860341389975,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0171,agreement,0.00027338663736919955,simple_singular,simple_agreement,The reporter notice.,-10.826133728027344
0,False,4,medium_2_4,True,The students near the key arrive.,-10.809654235839844,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0172,agreement,-0.0009167989095058005,pp_singular_attractor_near,pp_attractor,The students near the key arrives.,-10.808737436930338
1,False,5,long_5_plus,True,The scientists that the neighbor follows dance.,-10.804713657924108,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0173,agreement,-0.005878993443081626,plural_object_relative_clause_that,relative_clause,The scientists that the neighbor follows dances.,-10.798834664481026
0,True,1,short_1,False,The judges laugh.,-10.82818349202474,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0174,agreement,0.0101470947265625,simple_plural,simple_agreement,The judges laughs.,-10.838330586751303
0,False,4,medium_2_4,True,The dog behind the cars notices.,-10.817635854085287,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0175,agreement,-6.103515625e-05,pp_plural_attractor_behind,pp_attractor,The dog behind the cars notice.,-10.817574818929037
1,True,5,long_5_plus,False,The chef that the farmers see runs.,-10.807136535644531,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0176,agreement,0.004541669573102425,object_relative_clause_plural_embedded_that,relative_clause,The chef that the farmers see run.,-10.811678205217634
0,True,1,short_1,False,The boy reads.,-10.830696105957031,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0177,agreement,0.01149622599283795,simple_singular,simple_agreement,The boy read.,-10.84219233194987
0,False,4,medium_2_4,True,The scientists behind the book sleep.,-10.804066975911459,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0178,agreement,-0.0017217000325526755,pp_singular_attractor_behind,pp_attractor,The scientists behind the book sleeps.,-10.802345275878906
1,True,5,long_5_plus,False,The manager who the farmers teach closes.,-10.809238978794642,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0179,agreement,0.00029754638671875,object_relative_clause_plural_embedded_who,relative_clause,The manager who the farmers teach close.,-10.809536525181361
0,True,1,short_1,False,The birds write.,-10.821547190348307,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0180,agreement,0.0052693684895839255,simple_plural,simple_agreement,The birds writes.,-10.82681655883789
0,False,4,medium_2_4,True,The student beside the maps runs.,-10.847782135009766,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0181,agreement,-0.0054944356282558005,pp_plural_attractor_beside,pp_attractor,The student beside the maps run.,-10.84228769938151
1,False,5,long_5_plus,True,The guard that the clerk teaches studies.,-10.825521196637835,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0182,agreement,-0.00021253313337155078,object_relative_clause_that,relative_clause,The guard that the clerk teaches study.,-10.825308663504464
0,True,1,short_1,False,The pilot waits.,-10.81704584757487,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0183,agreement,0.011709849039714726,simple_singular,simple_agreement,The pilot wait.,-10.828755696614584
0,False,4,medium_2_4,True,The actors beside the letter run.,-10.820856730143229,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0184,agreement,-0.005772908528644649,pp_singular_attractor_beside,pp_attractor,The actors beside the letter runs.,-10.815083821614584
1,False,5,long_5_plus,True,The actor who the girl trusts writes.,-10.831641060965401,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0185,agreement,-0.002149309430802049,object_relative_clause_who,relative_clause,The actor who the girl trusts write.,-10.829491751534599
0,True,1,short_1,False,The drivers study.,-10.831680297851562,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0186,agreement,0.0009638468424473245,simple_plural,simple_agreement,The drivers studies.,-10.83264414469401
0,True,4,medium_2_4,False,The bird with the cars closes.,-10.841042836507162,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0187,agreement,0.0007298787434883991,pp_plural_attractor_with,pp_attractor,The bird with the cars close.,-10.84177271525065
1,True,5,long_5_plus,False,The chefs that the clerk supports laugh.,-10.824422563825335,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0188,agreement,0.00428009033203125,plural_object_relative_clause_that,relative_clause,The chefs that the clerk supports laughs.,-10.828702654157366
0,True,1,short_1,False,The actor runs.,-10.834111531575521,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0189,agreement,0.011166890462238399,simple_singular,simple_agreement,The actor run.,-10.84527842203776
0,False,4,medium_2_4,True,The judges with the map answer.,-10.850032806396484,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0190,agreement,-0.0040143330891933005,pp_singular_attractor_with,pp_attractor,The judges with the map answers.,-10.846018473307291
1,True,5,long_5_plus,False,The writer that the editors know returns.,-10.805962698800224,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0191,agreement,0.0036708286830346992,object_relative_clause_plural_embedded_that,relative_clause,The writer that the editors know return.,-10.809633527483259
0,False,1,short_1,True,The boys dance.,-10.839369455973307,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0192,agreement,-0.002048492431640625,simple_plural,simple_agreement,The boys dances.,-10.837320963541666
0,True,4,medium_2_4,False,The bird near the books opens.,-10.813465118408203,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0193,agreement,0.0007146199544276755,pp_plural_attractor_near,pp_attractor,The bird near the books open.,-10.81417973836263
1,False,5,long_5_plus,True,The judge who the girls know moves.,-10.807802472795759,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0194,agreement,-0.004224504743303825,object_relative_clause_plural_embedded_who,relative_clause,The judge who the girls know move.,-10.803577968052455
0,False,1,short_1,True,The boy closes.,-10.835338592529297,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0195,agreement,-0.0077756245930995505,simple_singular,simple_agreement,The boy close.,-10.827562967936197
0,True,4,medium_2_4,False,The drivers near the car notice.,-10.815963745117188,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0196,agreement,0.00011316935221294955,pp_singular_attractor_near,pp_attractor,The drivers near the car notices.,-10.8160769144694
1,False,5,long_5_plus,True,The student that the clerk guides notices.,-10.817419869559151,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0197,agreement,-5.667550223087403e-05,object_relative_clause_that,relative_clause,The student that the clerk guides notice.,-10.81736319405692
0,False,1,short_1,True,The dogs dance.,-10.834852854410807,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0198,agreement,-0.002056121826171875,simple_plural,simple_agreement,The dogs dances.,-10.832796732584635
0,False,4,medium_2_4,True,The dancer behind the books returns.,-10.8122927347819,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0199,agreement,-0.007684071858722774,pp_plural_attractor_behind,pp_attractor,The dancer behind the books return.,-10.804608662923178
1,True,5,long_5_plus,False,The driver who the girl questions reads.,-10.818099975585938,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0200,agreement,0.006354195731026024,object_relative_clause_who,relative_clause,The driver who the girl questions read.,-10.824454171316964
0,False,1,short_1,True,The chef listens.,-10.821061452229818,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0201,agreement,-0.009869893391927675,simple_singular,simple_agreement,The chef listen.,-10.81119155883789
0,False,4,medium_2_4,True,The reporters behind the report notice.,-10.81601079305013,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0202,agreement,-0.0001169840494803509,pp_singular_attractor_behind,pp_attractor,The reporters behind the report notices.,-10.81589380900065
1,True,5,long_5_plus,False,The writers that the visitor knows move.,-10.808280944824219,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0203,agreement,0.004316057477678825,plural_object_relative_clause_that,relative_clause,The writers that the visitor knows moves.,-10.812597002301898
0,True,1,short_1,False,The guards laugh.,-10.808341979980469,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0204,agreement,0.011004130045572325,simple_plural,simple_agreement,The guards laughs.,-10.819346110026041
0,True,4,medium_2_4,False,The writer beside the maps speaks.,-10.830369313557943,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0205,agreement,0.0011126200358066995,pp_plural_attractor_beside,pp_attractor,The writer beside the maps speak.,-10.83148193359375
1,True,5,long_5_plus,False,The bird that the editors support answers.,-10.808260236467634,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0206,agreement,0.00334930419921875,object_relative_clause_plural_embedded_that,relative_clause,The bird that the editors support answer.,-10.811609540666852
0,True,1,short_1,False,The chef runs.,-10.812335968017578,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0207,agreement,0.010938008626302675,simple_singular,simple_agreement,The chef run.,-10.82327397664388
0,True,4,medium_2_4,False,The chefs beside the student listen.,-10.838399251302084,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0208,agreement,0.003997802734375,pp_singular_attractor_beside,pp_attractor,The chefs beside the student listens.,-10.842397054036459
1,True,5,long_5_plus,False,The driver who the artists see closes.,-10.807783944266182,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0209,agreement,0.0003040858677465508,object_relative_clause_plural_embedded_who,relative_clause,The driver who the artists see close.,-10.808088030133929
0,False,1,short_1,True,The students write.,-10.807788848876953,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0210,agreement,-0.002460479736328125,simple_plural,simple_agreement,The students writes.,-10.805328369140625
0,True,4,medium_2_4,False,The teacher with the letters answers.,-10.84945551554362,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0211,agreement,0.004450480143230351,pp_plural_attractor_with,pp_attractor,The teacher with the letters answer.,-10.85390599568685
1,False,5,long_5_plus,True,The boy that the artist trusts speaks.,-10.819381713867188,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0212,agreement,-0.0008544921875,object_relative_clause_that,relative_clause,The boy that the artist trusts speak.,-10.818527221679688
0,False,1,short_1,True,The scientist moves.,-10.815807342529297,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0213,agreement,-0.0021349589029941995,simple_singular,simple_agreement,The scientist move.,-10.813672383626303
0,False,4,medium_2_4,True,The writers with the cabinet wait.,-10.842876434326172,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0214,agreement,-0.0013669331868495505,pp_singular_attractor_with,pp_attractor,The writers with the cabinet waits.,-10.841509501139322
1,True,5,long_5_plus,False,The driver who the editor follows returns.,-10.816526140485491,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0215,agreement,0.003656659807477425,object_relative_clause_who,relative_clause,The driver who the editor follows return.,-10.820182800292969
0,False,1,short_1,True,The boys return.,-10.838109334309896,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0216,agreement,-0.008658091227214726,simple_plural,simple_agreement,The boys returns.,-10.829451243082682
0,False,4,medium_2_4,True,The robot near the reports studies.,-10.804691314697266,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0217,agreement,-0.00057220458984375,pp_plural_attractor_near,pp_attractor,The robot near the reports study.,-10.804119110107422
1,False,5,long_5_plus,True,The dancers that the broker teaches read.,-10.802197047642299,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0218,agreement,-0.006342206682477425,plural_object_relative_clause_that,relative_clause,The dancers that the broker teaches reads.,-10.795854840959821
0,False,1,short_1,True,The writer arrives.,-10.790206909179688,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0219,agreement,-0.0021082560221348245,simple_singular,simple_agreement,The writer arrive.,-10.788098653157553
0,False,4,medium_2_4,True,The guards near the instrument open.,-10.803038279215494,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0220,agreement,-0.0007349650065098245,pp_singular_attractor_near,pp_attractor,The guards near the instrument opens.,-10.802303314208984
1,False,5,long_5_plus,True,The chef that the girls know studies.,-10.808541434151786,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0221,agreement,-0.0002190726143975752,object_relative_clause_plural_embedded_that,relative_clause,The chef that the girls know study.,-10.808322361537389
0,False,1,short_1,True,The pilots wait.,-10.83010228474935,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0222,agreement,-0.0117047627766933,simple_plural,simple_agreement,The pilots waits.,-10.818397521972656
0,False,4,medium_2_4,True,The pilot behind the reports studies.,-10.803934733072916,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0223,agreement,-0.0005709330240879495,pp_plural_attractor_behind,pp_attractor,The pilot behind the reports study.,-10.803363800048828
1,False,5,long_5_plus,True,The musician who the brokers help studies.,-10.810391017368861,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0224,agreement,-0.0002179827008923496,object_relative_clause_plural_embedded_who,relative_clause,The musician who the brokers help study.,-10.810173034667969
0,True,1,short_1,False,The student smiles.,-10.811345418294271,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0225,agreement,0.013219197591144649,simple_singular,simple_agreement,The student smile.,-10.824564615885416
0,False,4,medium_2_4,True,The pilots behind the map notice.,-10.816012064615885,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0226,agreement,-0.0001068115234375,pp_singular_attractor_behind,pp_attractor,The pilots behind the map notices.,-10.815905253092447
1,False,5,long_5_plus,True,The author that the librarian helps moves.,-10.825630187988281,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0227,agreement,-0.0021066665649414062,object_relative_clause_that,relative_clause,The author that the librarian helps move.,-10.82352352142334
0,True,1,short_1,False,The birds close.,-10.823745727539062,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0228,agreement,0.0077768961588535745,simple_plural,simple_agreement,The birds closes.,-10.831522623697916
0,False,4,medium_2_4,True,The teacher beside the cars notices.,-10.83587646484375,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0229,agreement,-5.976359049419955e-05,pp_plural_attractor_beside,pp_attractor,The teacher beside the cars notice.,-10.835816701253256
1,False,5,long_5_plus,True,The nurse who the clerk helps travels.,-10.817096165248326,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0230,agreement,-0.0013384137834826504,object_relative_clause_who,relative_clause,The nurse who the clerk helps travel.,-10.815757751464844
0,False,1,short_1,True,The reporter moves.,-10.833029429117838,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0231,agreement,-0.0015741984049473245,simple_singular,simple_agreement,The reporter move.,-10.83145523071289
0,False,4,medium_2_4,True,The birds beside the report return.,-10.851033528645834,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0232,agreement,-0.008017222086589726,pp_singular_attractor_beside,pp_attractor,The birds beside the report returns.,-10.843016306559244
1,False,5,long_5_plus,True,The chefs that the lawyer knows sleep.,-10.809249877929688,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0233,agreement,-0.0009122576032360996,plural_object_relative_clause_that,relative_clause,The chefs that the lawyer knows sleeps.,-10.808337620326451
0,True,1,short_1,False,The musicians close.,-10.822577158610025,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0234,agreement,0.007778167724609375,simple_plural,simple_agreement,The musicians closes.,-10.830355326334635
0,False,4,medium_2_4,True,The boy with the books reads.,-10.842353820800781,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0235,agreement,-0.002685546875,pp_plural_attractor_with,pp_attractor,The boy with the books read.,-10.839668273925781
1,True,5,long_5_plus,False,The musician that the girls teach returns.,-10.804478236607142,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0236,agreement,0.003689357212612876,object_relative_clause_plural_embedded_that,relative_clause,The musician that the girls teach return.,-10.808167593819755
0,True,1,short_1,False,The musician runs.,-10.810020446777344,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,False,simple_agreement-0237,agreement,0.0106519063313808,simple_singular,simple_agreement,The musician run.,-10.820672353108725
0,False,4,medium_2_4,True,The students with the key move.,-10.827518463134766,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,pp_attractor-0238,agreement,-0.006389617919921875,pp_singular_attractor_with,pp_attractor,The students with the key moves.,-10.821128845214844
1,True,5,long_5_plus,False,The boy who the mechanics remember returns.,-10.813661847795759,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,relative_clause-0239,agreement,0.0036839076450903008,object_relative_clause_plural_embedded_who,relative_clause,The boy who the mechanics remember return.,-10.817345755440849
0,True,1,short_1,False,The dogs open.,-10.837066650390625,hf_tiny_gpt2,sshleifer/tiny-gpt2,huggingface,True,simple_agreement-0240,agreement,0.00016276041666607455,simple_plural,simple_agreement,The dogs opens.,-10.837229410807291
0,False,4,medium_2_4,True,The boy near the keys studies.,-8.348602294921875,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0001,agreement,-0.18102010091145893,pp_plural_attractor_near,pp_attractor,The boy near the keys study.,-8.167582194010416
1,True,5,long_5_plus,False,The guard that the artist follows travels.,-8.241692679268974,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0002,agreement,0.24498966761997742,object_relative_clause_that,relative_clause,The guard that the artist follows travel.,-8.486682346888951
0,True,1,short_1,False,The musician travels.,-10.968332926432291,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0003,agreement,0.8578542073567714,simple_singular,simple_agreement,The musician travel.,-11.826187133789062
0,True,4,medium_2_4,False,The authors near the cabinet dance.,-8.977895100911459,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0004,agreement,0.3834114074707031,pp_singular_attractor_near,pp_attractor,The authors near the cabinet dances.,-9.361306508382162
1,True,5,long_5_plus,False,The actor who the broker observes travels.,-9.367054530552455,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0005,agreement,0.2515313284737726,object_relative_clause_who,relative_clause,The actor who the broker observes travel.,-9.618585859026227
0,True,1,short_1,False,The writers run.,-9.421058654785156,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0006,agreement,1.1943848927815761,simple_plural,simple_agreement,The writers runs.,-10.615443547566732
0,False,4,medium_2_4,True,The judge behind the gardens opens.,-8.819226582845053,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0007,agreement,-0.12683741251627723,pp_plural_attractor_behind,pp_attractor,The judge behind the gardens open.,-8.692389170328775
1,True,5,long_5_plus,False,The nurses that the broker questions arrive.,-9.040245056152344,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0008,agreement,0.3104084559849323,plural_object_relative_clause_that,relative_clause,The nurses that the broker questions arrives.,-9.350653512137276
0,True,1,short_1,False,The writer answers.,-8.789222717285156,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0009,agreement,0.6327126820882167,simple_singular,simple_agreement,The writer answer.,-9.421935399373373
0,True,4,medium_2_4,False,The actors behind the car return.,-7.253254572550456,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0010,agreement,0.6440912882486973,pp_singular_attractor_behind,pp_attractor,The actors behind the car returns.,-7.897345860799153
1,False,5,long_5_plus,True,The dog that the singers like dances.,-7.733989170619419,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0011,agreement,-0.18854413713727602,object_relative_clause_plural_embedded_that,relative_clause,The dog that the singers like dance.,-7.545445033482143
0,True,1,short_1,False,The musicians answer.,-9.679581960042318,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0012,agreement,0.9247029622395821,simple_plural,simple_agreement,The musicians answers.,-10.6042849222819
0,True,4,medium_2_4,False,The boy beside the students works.,-7.436429341634114,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0013,agreement,0.14264551798502634,pp_plural_attractor_beside,pp_attractor,The boy beside the students work.,-7.579074859619141
1,True,5,long_5_plus,False,The boy who the librarians support arrives.,-6.491309271918403,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0014,agreement,0.08531697591145804,object_relative_clause_plural_embedded_who,relative_clause,The boy who the librarians support arrive.,-6.576626247829861
0,False,1,short_1,True,The teacher studies.,-10.107498168945312,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0015,agreement,-0.6484775543212891,simple_singular,simple_agreement,The teacher study.,-9.459020614624023
0,True,4,medium_2_4,False,The robots beside the computer return.,-8.033574422200521,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0016,agreement,0.4788970947265625,pp_singular_attractor_beside,pp_attractor,The robots beside the computer returns.,-8.512471516927084
1,False,5,long_5_plus,True,The dog that the broker helps listens.,-8.384477887834821,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0017,agreement,-0.2305417742047986,object_relative_clause_that,relative_clause,The dog that the broker helps listen.,-8.153936113630023
0,True,1,short_1,False,The boys dance.,-8.541665395100912,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0018,agreement,1.2823066711425781,simple_plural,simple_agreement,The boys dances.,-9.82397206624349
0,False,4,medium_2_4,True,The judge with the reports reads.,-7.690635045369466,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0019,agreement,-0.2228253682454424,pp_plural_attractor_with,pp_attractor,The judge with the reports read.,-7.467809677124023
1,True,5,long_5_plus,False,The teacher who the mechanic likes answers.,-8.163748604910714,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0020,agreement,0.5438913617815295,object_relative_clause_who,relative_clause,The teacher who the mechanic likes answer.,-8.707639966692243
0,True,1,short_1,False,The driver closes.,-9.702669779459635,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0021,agreement,0.43070284525553504,simple_singular,simple_agreement,The driver close.,-10.13337262471517
0,True,4,medium_2_4,False,The pilots with the garden read.,-8.509822845458984,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0022,agreement,0.5900090535481777,pp_singular_attractor_with,pp_attractor,The pilots with the garden reads.,-9.099831899007162
1,False,5,long_5_plus,True,The teachers that the farmer calls smile.,-8.550003596714564,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0023,agreement,-0.24544852120535587,plural_object_relative_clause_that,relative_clause,The teachers that the farmer calls smiles.,-8.304555075509208
0,True,1,short_1,False,The teachers read.,-9.21140162150065,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0024,agreement,1.3665097554524746,simple_plural,simple_agreement,The teachers reads.,-10.577911376953125
0,False,4,medium_2_4,True,The musician near the reports moves.,-8.926498413085938,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0025,agreement,-0.13862864176432232,pp_plural_attractor_near,pp_attractor,The musician near the reports move.,-8.787869771321615
1,False,5,long_5_plus,True,The pilot that the girls support reads.,-8.26701191493443,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0026,agreement,-0.33948516845703125,object_relative_clause_plural_embedded_that,relative_clause,The pilot that the girls support read.,-7.927526746477399
0,True,1,short_1,False,The writer writes.,-7.347185770670573,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0027,agreement,1.2258021036783857,simple_singular,simple_agreement,The writer write.,-8.572987874348959
0,True,4,medium_2_4,False,The writers near the letter answer.,-7.665377298990886,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0028,agreement,0.400920867919921,pp_singular_attractor_near,pp_attractor,The writers near the letter answers.,-8.066298166910807
1,True,5,long_5_plus,False,The nurse who the mechanics observe speaks.,-8.678204127720424,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0029,agreement,0.020130702427456626,object_relative_clause_plural_embedded_who,relative_clause,The nurse who the mechanics observe speak.,-8.69833483014788
0,True,1,short_1,False,The judges move.,-9.242853164672852,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0030,agreement,1.485616683959961,simple_plural,simple_agreement,The judges moves.,-10.728469848632812
0,False,4,medium_2_4,True,The judge behind the cabinets travels.,-9.62792714436849,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0031,agreement,-0.14128748575846473,pp_plural_attractor_behind,pp_attractor,The judge behind the cabinets travel.,-9.486639658610025
1,True,5,long_5_plus,False,The boy that the neighbor teaches travels.,-8.146927969796318,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0032,agreement,0.1247678484235486,object_relative_clause_that,relative_clause,The boy that the neighbor teaches travel.,-8.271695818219866
0,False,1,short_1,True,The musician answers.,-10.632287979125977,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0033,agreement,-0.07594362894693951,simple_singular,simple_agreement,The musician answer.,-10.556344350179037
0,True,4,medium_2_4,False,The actors behind the report open.,-7.725527445475261,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0034,agreement,0.4124291737874346,pp_singular_attractor_behind,pp_attractor,The actors behind the report opens.,-8.137956619262695
1,True,5,long_5_plus,False,The teacher who the artist trusts listens.,-8.215150560651507,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0035,agreement,0.341559273856026,object_relative_clause_who,relative_clause,The teacher who the artist trusts listen.,-8.556709834507533
0,True,1,short_1,False,The boys run.,-8.423983891805014,hf_distilgpt2,distilgpt2,huggingface,False,simple_agreement-0036,agreement,1.3181025187174473,simple_plural,simple_agreement,The boys runs.,-9.742086410522461
0,True,4,medium_2_4,False,The robot beside the cabinets notices.,-9.268149058024088,hf_distilgpt2,distilgpt2,huggingface,False,pp_attractor-0037,agreement,0.09243456522623816,pp_plural_attractor_beside,pp_attractor,The robot beside the cabinets notice.,-9.360583623250326
1,True,5,long_5_plus,False,The nurses that the mechanic helps smile.,-8.702874864850726,hf_distilgpt2,distilgpt2,huggingface,False,relative_clause-0038,agreement,0.41288266863141665,plural_object_relative_clause_that,relative_clause,The nurses that the mechanic helps smiles.,-9.115757533482142
